Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,material.heater,material.heater,
1.0,power.motor,power.motor,
2.0,geometry.motor,geometry.motor,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.body,geometry.body,
3.0,geometry.motor,temperature.motor,
3.0,material.heater,material.heater,
3.0,power.heater,power.heater,
3.0,material.body,material.body,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.fan,geometry.fan,
4.0,material.fan,material.fan,
4.0,material.nozzle,power.heater,
4.0,geometry.body,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,temperature.nozzle,geometry.nozzle,
4.0,material.body,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
